title,spoken_languages,production_companies,production_countries,genres,keywords,original_language,popularity
Sphinx,English,Orion Pictures,United States of America,Thriller,independent film,en,0.310513
While We're Young,English,Scott Rudin Productions,United States of America,Drama,marriage,en,19.263476999999998
A Better Life,English,Summit Entertainment,United States of America,Drama,california,en,4.123533
Spider,English,Téléfilm Canada,United Kingdom,Drama,secret,en,6.948401
Gun Shy,English,Hollywood Pictures,United States of America,Comedy,female nudity,en,3.988432
Nicholas Nickleby,English,Potboiler Productions,United States of America,Drama,N/A,en,5.099923
The Iceman,English,Millennium Films,United States of America,Drama,based on true story,en,19.494703
Krrish,हिन्दी,N/A,N/A,Action,N/A,hi,3.759988
Cecil B. Demented,English,Canal+,United States of America,Comedy,independent film,en,4.1760660000000005
Killer Joe,English,Worldview Entertainment,United States of America,Drama,money,en,16.436177999999998
The Joneses,English,Echo Lake Productions,United States of America,Drama,independent film,en,14.979375
Owning Mahowny,English,Téléfilm Canada,United Kingdom,Drama,nudity,en,8.045488
The Brothers Solomon,English,TriStar Pictures,United States of America,Comedy,brother brother relationship,en,8.312153
My Blueberry Nights,English,StudioCanal,France,Drama,usa,en,10.733761
Illuminata,English,GreeneStreet Films,United States of America,Drama,playwright,en,0.11131300000000001
Swept Away,English,Screen Gems,United Kingdom,Comedy,adultery,en,4.570043
"War, Inc.",English,N/A,Bulgaria,Comedy,hitman,en,6.265658999999999
Shaolin Soccer,普通话,Star Overseas,China,Comedy,martial arts,cn,17.54768
The Brown Bunny,English,Wild Bunch,United States of America,Drama,rape,en,3.4121620000000004
The Swindle,Français,Canal+,France,Comedy,N/A,fr,0.6279640000000001
Rosewater,English,Odd Lot Entertainment,United States of America,Drama,biography,en,5.75555
The Chambermaid on the Titanic,English,N/A,Germany,Drama,N/A,en,1.031142
Coriolanus,English,BBC Films,United States of America,Drama,rivalry,en,7.554799000000001
Imaginary Heroes,English,Signature Pictures,United States of America,Drama,suicide,en,2.85283
High Heels and Low Lifes,English,Touchstone Pictures,United States of America,Comedy,best friend,en,1.769593
World's Greatest Dad,English,Magnolia Pictures,United States of America,Comedy,independent film,en,9.805551
Severance,English,UK Film Council,United Kingdom,Comedy,killer,en,12.898984
Edmond,English,First Independent Pictures,United States of America,Drama,murder,en,2.803642
Welcome to the Rileys,English,Scott Free Productions,United States of America,Drama,independent film,en,6.085879
Police Academy: Mission to Moscow,English,Warner Bros.,United States of America,Comedy,mafia,en,11.946898
Blood Done Sign My Name,N/A,N/A,N/A,Drama,N/A,en,0.397341
Cinco de Mayo: La Batalla,Français,Estudios Churubusco Azteca,Mexico,Drama,mexican,es,0.072085
Elsa & Fred,Français,Riverside Entertainment,United States of America,Comedy,widower,en,2.849895
"An Alan Smithee Film: Burn, Hollywood, Burn",English,Hollywood Pictures,United States of America,Comedy,alan smithee,en,0.666218
The Open Road,English,N/A,N/A,Drama,independent film,en,1.388136
The Good Guy,Pусский,Belladonna Productions,United States of America,Comedy,independent film,en,2.631688
Motherhood,English,John Wells Productions,United States of America,Drama,woman director,en,10.955567
Free Style,English,Rigel Entertainment,Canada,Drama,duringcreditsstinger,en,0.122874
Strangerland,English,Worldview Entertainment,Australia,Drama,woman director,en,5.1456550000000005
Janky Promoters,English,Dimension Films,United States of America,Comedy,N/A,en,1.728816
Blonde Ambition,English,N/A,United States of America,Comedy,friends,en,3.064563
The Oxford Murders,English,Telecinco Cinema,United Kingdom,Thriller,mathematics,en,9.318033
The Reef,English,Screen Australia,Australia,Drama,shark,en,7.245108
Eulogy,English,Artisan Entertainment,United States of America,Drama,independent film,en,9.085482
White Noise 2: The Light,English,Gold Circle Films,United States of America,Drama,murder,en,6.814247
Beat the World,English,The Harold Greenberg Fund,Canada,Drama,sporting event,en,2.873796
Fifty Dead Men Walking,English,Téléfilm Canada,United Kingdom,Thriller,woman director,en,4.481897
Jungle Shuffle,English,Wonderworld Studios,Mexico,Adventure,jungle,en,1.413934
Adam Resurrected,English,Bleiberg Entertainment,United States of America,Drama,nazis,en,2.574014
Of Horses and Men,English,Filmhuset Gruppen,Norway,Drama,horse,is,1.6179430000000001
It's a Wonderful Afterlife,English,Studio 18,United Kingdom,Comedy,woman director,en,1.259968
The Devil's Tomb,English,Ice Cold Productions,United States of America,Thriller,flashback,en,5.0994720000000004
Partition,English,Partition Films%2C Inc.,United Kingdom,Drama,independent film,en,2.131524
Good Intentions,English,Shadowlight Productions,United States of America,Comedy,independent film,en,0.304566
"The Good, The Bad, The Weird",한국어/조선말,CJ Entertainment,South Korea,Comedy,gun,ko,11.847324
Nurse 3-D,English,Lions Gate,United States of America,Thriller,revenge,en,10.013629
Gunless,English,Téléfilm Canada,Canada,Drama,bounty hunter,en,3.753703
Adventureland,English,Miramax Films,United States of America,Comedy,duringcreditsstinger,en,19.978021
The Lost City,English,Lions Gate Films,United States of America,Drama,cuba,en,3.5885290000000003
Next Friday,English,New Line Cinema,United States of America,Comedy,revenge,en,9.337388
American Heist,English,NGN Productions,Canada,Action,brother brother relationship,en,11.431434
You Only Live Twice,English,Eon Productions,United Kingdom,Thriller,london england,en,28.675890999999996
Plastic,English,Gateway Films,United Kingdom,Drama,N/A,en,9.702760000000001
Amour,Français,X-Filme Creative Pool,Germany,Drama,love,fr,17.151293
Poltergeist III,English,Metro-Goldwyn-Mayer (MGM),United States of America,Thriller,demon,en,11.225044
Re-Kill,English,Signature Pictures,United States of America,Science Fiction,zombie,en,5.346205
"It's a Mad, Mad, Mad, Mad World",English,United Artists,United States of America,Comedy,prison,en,14.562991
Volver,Español,El Deseo,Spain,Drama,secret,es,19.747809
Heavy Metal,English,Canadian Film Development Corporation (CFDC),Canada,Science Fiction,taxi,en,12.928269
Gentlemen Broncos,English,N/A,United States of America,Comedy,independent film,en,3.193777
Richard III,English,British Screen,United States of America,Drama,murder,en,5.107235
Into the Grizzly Maze,English,Paul Schiff Productions,United States of America,Thriller,survival,en,10.073144000000001
Kites,English,Bollywood Hollywood Production,India,Drama,N/A,en,4.807549
Melancholia,English,Canal+,Germany,Drama,power outage,da,36.173598
Red Dog,English,Screen Australia,Australia,Drama,death,en,5.499412
Jab Tak Hai Jaan,हिन्दी,Yash Raj Films,India,Drama,bollywood,hi,5.900535
Alien,English,Twentieth Century Fox Film Corporation,United States of America,Thriller,dystopia,en,94.184658
The Texas Chain Saw Massacre,English,New Line Cinema,United States of America,Horror,family,en,29.262427000000002
The Runaways,English,River Road Entertainment,United States of America,Drama,woman director,en,17.611971
Fiddler on the Roof,English,United Artists,United States of America,Drama,musical,en,7.623978999999999
Thunderball,English,Metro-Goldwyn-Mayer (MGM),United States of America,Thriller,paris,en,31.035999999999998
Detention,English,Detention Films,United States of America,Comedy,murder,en,10.424596000000001
Loose Cannons,Italiano,Fandango,Italy,Drama,N/A,it,7.720692
Set It Off,English,New Line Cinema,United States of America,Drama,los angeles,en,6.717994
The Best Man,English,Universal Pictures,United States of America,Drama,N/A,en,3.9510410000000005
Child's Play,English,United Artists,United States of America,Thriller,murder,en,27.600842999999998
Sicko,English,The Weinstein Company,United States of America,Documentary,corruption,en,14.098951999999999
The Purge: Anarchy,English,Universal Pictures,United States of America,Thriller,murder,en,82.975841
Down to You,English,Miramax Films,United States of America,Drama,love,en,3.269459
Harold & Kumar Go to White Castle,English,New Line Cinema,United States of America,Comedy,brother brother relationship,en,18.514292
The Contender,English,DreamWorks Pictures,United States of America,Drama,suspense,en,7.029126
Boiler Room,English,New Line Cinema,United States of America,Drama,finances,en,11.233081
Trading Places,English,Paramount Pictures,United States of America,Comedy,hoodlum,en,34.022209000000004
Black Christmas,English,Dimension Films,United States of America,Thriller,serial killer,en,4.134327
Breakin' All the Rules,English,Screen Gems,United States of America,Comedy,best selling author,en,6.9047339999999995
Henry V,English,BBC Films,United Kingdom,Drama,war,en,4.641006
The Savages,English,Fox Searchlight Pictures,United States of America,Drama,woman director,en,5.663889
Chasing Papi,English,Fox 2000 Pictures,United States of America,Comedy,woman director,en,1.118511
The Way of the Gun,English,N/A,United States of America,Drama,kidnapping,en,8.775844000000001
Igby Goes Down,English,United Artists,United States of America,Drama,independent film,en,2.062087
PCU,English,Paul Schiff Productions,United States of America,Comedy,mascot,en,8.738737
The Ultimate Gift,English,Dean River Productions,United States of America,Drama,independent film,en,4.976268
The Ice Pirates,English,Metro-Goldwyn-Mayer (MGM),United States of America,Comedy,rebel,en,3.8106970000000002
Gracie,English,Elevation Filmworks,United States of America,Drama,N/A,en,2.365328
Trust the Man,English,Trust the Man LLC,United States of America,Drama,independent film,en,5.2545
Hamlet 2,English,N/A,United States of America,Comedy,musical,en,5.293362999999999
Velvet Goldmine,English,Channel Four Films,United Kingdom,Drama,gay,en,10.932711
The Wailing,Español,Fox International Productions,South Korea,Horror,murder,ko,9.050289999999999
Glee: The Concert Movie,English,Twentieth Century Fox Film Corporation,United States of America,Family,duringcreditsstinger,en,9.933926
The Legend of Suriyothai,ภาษาไทย,American Zoetrope,Thailand,Drama,queen,th,0.843067
Two Evil Eyes,English,N/A,United States of America,Thriller,violence,en,8.218383
Barbecue,Français,TF1 Films Production,France,Comedy,N/A,fr,5.119593
All or Nothing,English,Thin Man Films,United Kingdom,Drama,N/A,en,2.872281
Princess Kaiulani,English,Island Film Group,United States of America,Drama,biography,en,0.717811
Opal Dream,English,Renaissance Films,Australia,Drama,independent film,en,1.458884
Flame & Citron,Deutsch,Canal+,Germany,Drama,independent film,da,7.028946
Undiscovered,English,Lakeshore Entertainment,United States of America,Comedy,independent film,en,2.0095970000000003
Red Riding: In the Year of Our Lord 1974,English,Channel Four Films,United Kingdom,Drama,N/A,en,7.2470229999999995
The Girl on the Train,Français,Canal+,France,Drama,N/A,fr,2.351706
Veronika Decides to Die,English,Future Films,United States of America,Drama,woman director,en,4.799022
Crocodile Dundee,English,Paramount Pictures,Australia,Comedy,new york,en,16.072466
"Ultramarines: A Warhammer 40,000 Movie",English,Good Story Productions,United Kingdom,Science Fiction,N/A,en,3.8911860000000003
The I Inside,English,Miramax Films,United States of America,Thriller,murder,en,3.789485
Beneath Hill 60,English,Screen Australia,Australia,Drama,N/A,en,3.949796
Polisse,Français,Les Productions du Trésor,France,Drama,woman director,fr,14.038703
Awake,English,The Weinstein Company,United States of America,Thriller,N/A,en,18.172735999999997
Star Wars: Clone Wars: Volume 1,English,Lucasfilm,United States of America,Action,war,en,1.881466
Skin Trade,English,Baumgarten Management and Productions (BMP),United States of America,Drama,martial arts,en,6.677925999999999
The Lost Boys,English,Warner Bros.,United States of America,Comedy,small town,en,24.750909
Crazy Heart,English,Fox Searchlight Pictures,United States of America,Drama,independent film,en,17.697042
